Gene_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
NSF	32.435236034916784	-0.09288152672781866	0.3586939463891532	-0.25894366956237924	0.7956787035127211	0.9403051115068742
LRRC37A2	19.077656795371865	-1.004620041361511	0.568377893756774	-1.7675213135425318	0.077140962798861	0.4938992465867461
ARL17A	22.416819546585824	-0.06567266597269751	0.4438560985827986	-0.14795936381720504	0.8823748381624453	0.9688305142689245
MAPK8IP1P2	0.9486952507624358	0.17867699702920983	1.5066074892224022	0.11859558531826328	0.9055957630740212	0.9749576956829192
RPS26P8	0.49578643545629625	0.023746099396294323	2.210687552689638	0.010741499569852637	0.9914296881404908	
LINC02210	30.891526182444938	-1.4438021712817797	0.9101737613544277	-1.5862928954722453	0.11267288318518258	0.546956441311791
LINC02210-CRHR1	0.06532675683313272	1.2416973608317559	2.109149545366913	0.5887194502444573	0.5560494880294258	
SPPL2C	0.02324412796757784	1.9978412737222588	2.1347024294212775	0.9358874783610369	0.3493311248662323	
MAPT-AS1	0.06240565357606209	1.2356026233893007	2.1459610407466507	0.5757805477024848	0.5647635233422453	
MAPT-IT1	0.08857088480071056	0.9583826704105243	2.0982254239288882	0.4567586778240302	0.6478445098613783	
MAPT	9.749955168174155	0.36275195457671905	0.498628277070495	0.7274997653721791	0.46691985901060373	0.8027114763629224
KANSL1-AS1	5.302827035730654	-0.8775644257882729	0.8548663875357526	-1.0265515624236319	0.30463167217806153	0.7198173706069604
KANSL1	318.113920729953	-0.48182529578949357	0.2806425514398633	-1.7168647210390695	0.08600389215407961	0.5045372388762888
LRRC37A	6.4932087862227466	-1.2707536433907096	0.8096161521056315	-1.5695754587970632	0.11651391160899863	0.5530303093945547
NSFP1	1.95901305715939	-1.6490083860611917	1.6117944776451767	-1.0230884948001462	0.3062660062396596	0.7212753839366562
LRRC37A3	11.925142413859199	0.2759772193062551	0.5516594229082973	0.500267389345638	0.6168868130047838	0.8721025645408338
