Gene_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
NSF	45.710272451800094	0.9653406330120111	0.47583968352510125	2.0287098080189603	0.04248785631972336	0.13796811299235637
LRRC37A2	21.506349187447412	-0.21140294484146072	0.6824396837411266	-0.30977528106594293	0.7567318504292201	0.8584250904960249
ARL17A	33.863551545343874	0.8549292212202071	0.43230036868019567	1.9776277865093865	0.04797071223411017	0.150041009370516
MAPK8IP1P2	0.8801398298529278	-0.6994134331597467	2.615827428567124	-0.2673775133334639	0.7891785111425613	
RPS26P8	0.7912155675548072	-0.42729309815716787	2.7543595966918586	-0.15513337425889162	0.8767161718206782	
LINC02210	36.212553928930376	-1.5665816393065206	0.9441307072695571	-1.659284702048409	0.09705843643369547	0.24233082484044094
LINC02210-CRHR1	0.07282098181326907	1.348643822584086	2.595670840063768	0.5195742856790554	0.6033603244365202	
SPPL2C	0.03909437098744314	1.9470824008346648	2.610977703898498	0.7457292331249865	0.45583099629351564	
MAPT-AS1	0.06745322165165187	1.3557454248340863	2.6222198600075313	0.5170220260745766	0.6051407831687877	
MAPT-IT1	1.176004073688595	3.281217783582872	1.5032274800502392	2.182781932294912	0.02905187284167897	
MAPT	11.323823589240302	0.1424191318146329	0.757504899504961	0.1880108391479786	0.8508681542919203	0.9187181329594306
KANSL1-AS1	5.768090788496151	0.44114866382354423	1.0022203102885052	0.4401713468534204	0.659813010654609	0.7894211697794341
KANSL1	376.32674144175587	0.07693563714863921	0.4688304012013966	0.1641012121899275	0.8696514675609326	0.9280334402774565
RN7SL656P	0.5320443604439415	4.179881263253615	2.360838897667894	1.7705067751055035	0.07664275675458157	
LRRC37A	6.420190368225941	-0.40825467003265115	1.1636449493108132	-0.35084126844227387	0.725707434939275	0.8376990259667764
NSFP1	1.2770510618130173	-2.2699584570583378	2.5259847406380582	-0.8986429809092795	0.3688428571755853	
LRRC37A3	20.73359596176904	1.6246233516880622	0.5689453506256967	2.855499829467602	0.004296914595078879	0.02480666515487329
PLEKHM1	274.2509130737841	-0.09787304245689743	0.26632786440368567	-0.3674908094053075	0.7132529460462196	0.8283766450177152
ARHGAP27	243.3426849304893	-0.3686306750786609	0.34919024984485364	-1.0556728752948992	0.291117693698292	0.4805305430547625
UGT2A3	0.06745322165165187	1.3557454248340863	2.6222198600075313	0.5170220260745766	0.6051407831687877	
UGT2B15	0.03372661082582593	1.7106945964930476	5.0599002158787805	0.33808860323462764	0.7352964187014286	
TMPRSS11E	1.3990083321854303	-0.2917886974227035	1.79497181892086	-0.1625589295313435	0.8708657262518843	
MT2P1	270.5574923117416	4.5163103533921785	1.6304322975803143	2.7700079053234696	0.005605493213230557	0.03043331717700907
YTHDC1	337.79929655174766	0.04996043585520132	0.2883073173905868	0.17328882356293784	0.862424408298238	0.9242082670395813
ZBTB9	65.66989774520887	0.11610396542638829	0.5737172596115432	0.20237140068785944	0.839626384771914	0.9121814582136561
SYNGAP1	119.97395705975013	0.7567825895327415	0.5076861429049947	1.4906504739373225	0.1360532852277051	0.30333591426584283
CUTA	199.0264577144175	1.3411043956206354	0.4764901775626453	2.8145478307248366	0.004884590814286352	0.027373209180124997
PHF1	127.93579746942437	-1.0449240778666686	0.44412176048145297	-2.3527873904082344	0.018633284643646095	0.07652504801710244
RPL12P1	1.8383745608532494	-0.2907130342716727	1.5794594049474486	-0.18405856672292584	0.8539675100646771	0.9199526731155095
KIFC1	365.3867416486544	0.3132763757341364	0.27524684551568745	1.1381651809567477	0.25505151491397504	0.44518919660977235
RPS18	2989.7301285519047	-0.362435961269729	0.2687617339835915	-1.3485400465970223	0.177484748879834	0.358752155558938
VPS52	146.01792821539465	-0.008907756244649824	0.26969897591191894	-0.03302851341771135	0.9736518496217079	0.9875522460529951
HCG25	5.7954903477027155	-1.2569676732715627	1.5729950657067453	-0.7990919365705754	0.4242371048493859	0.6022077187252007
COL11A2	13.06601166577289	-1.8944033619243705	1.042960751985508	-1.8163707103243838	0.06931352504247477	0.19328279668204354
COL11A2P1	0.03372661082582593	1.7106945964930476	5.0599002158787805	0.33808860323462764	0.7352964187014286	
HLA-DPA2	0.07818874197488627	1.3001778058648183	2.6684657214260934	0.4872379642823261	0.6260897043508216	
HLA-DPB1	0.14564196362653814	0.5811738704134605	2.55558943985131	0.2274128470523319	0.8201027314696903	
HLA-DPA1	0.2575573164272503	-0.1287093752412837	2.5349976894527315	-0.05077297536672317	0.9595064256265388	
HLA-DOA	0.5542090038419438	-1.1391930363393195	2.539501604025274	-0.44858921708638616	0.6537280137655912	
BRD2	1113.1126567758986	0.0486322440387411	0.20257006303567873	0.24007616579640145	0.8102712108877599	0.8943864986183239
HLA-DMA	5.444632665878464	-2.2818786821405252	1.5083999913874464	-1.5127808904597135	0.13033532441843923	0.29407357223554903
HLA-DMB	0.28054840692984184	-0.25938263304058196	2.5915967883611812	-0.10008602966536505	0.9202760263501636	
HLA-Z	0.3411138185637538	-0.4663839683765362	2.6640623928815286	-0.17506495704557484	0.861028593225431	
PSMB9	79.83289420961118	-2.3687233036041837	0.6029859527521825	-3.928322530222675	8.55404404322379e-05	0.0009906300107541803
TAP1	288.75630303060564	-1.8425793018854668	0.2909057423601367	-6.33393925790706	2.3897962817468044e-10	1.0638566260891272e-08
PSMB8-AS1	6.229217187634694	-2.749973952536803	1.5633313112053797	-1.7590474474770692	0.07856944988326081	0.20997966043338012
PSMB8	149.36278284257895	-1.161486538292552	0.35065611427228754	-3.3123236442147066	0.0009252444027487202	0.007313716654970128
TAP2	362.4638347648039	0.4519513835525151	0.9434246857903723	0.47905401497299605	0.631900202569967	0.7698505582650553
HLA-DOB	6.8582655369008	-0.9114711128194933	0.9735948393978964	-0.9361913970119004	0.34917465181443286	0.5346406630430707
HLA-DQB1	0.5320443604439415	4.179881263253615	2.360838897667894	1.7705067751055035	0.07664275675458157	
HLA-DQA1	0.10117983247747779	0.9069451165154911	2.8641267852788164	0.31665676295373985	0.7515040597894491	
HLA-DRB1	0.07818874197488627	1.3001778058648183	2.6684657214260934	0.4872379642823261	0.6260897043508216	
HLA-DRB9	1.064088720887883	5.095454873045492	2.2916697560957484	2.2234682198391758	0.026184244038745346	
HLA-DRA	1.6943464879103263	-1.797193755203873	2.6305239950994097	-0.6832075124773593	0.49447572623370384	0.662839693243982
BTNL2	1.1669762848764687	-1.5840300701460568	4.454928741227605	-0.3555679927013961	0.7221641172309244	
HCG23	0.9926549445776809	-1.9190950959101936	2.5595312993308257	-0.7497837969052887	0.4533849290000489	
RNU6-603P	0.03909437098744314	1.9470824008346648	2.610977703898498	0.7457292331249865	0.45583099629351564	
NOTCH4	8.066372057625639	-4.4682585400987955	2.453028888489953	-1.8215270766131852	0.06852677462296747	0.19179563259163399
GPSM3	21.521975277255315	-0.8675153370878853	0.6091476124167717	-1.4241463307162097	0.15440411710225213	0.3289544751874909
PBX2	254.99399226991608	0.7818633297642312	0.36808903021274303	2.124114726571288	0.03366055137152577	0.11736064501833407
AGER	46.15246130421322	-0.5679658211731565	0.4422494411615309	-1.2842657747208048	0.19904897777909036	0.3841071515768123
RNF5	92.3989775988989	-1.2060263235401756	0.6053897440652715	-1.9921485875223963	0.04635475726972584	0.146540302404077
MIR6721	0.03372661082582593	1.7106945964930476	5.0599002158787805	0.33808860323462764	0.7352964187014286	
AGPAT1	181.90546314687816	1.532388577236737	0.6435639537340349	2.3810975868763866	0.01726113856112597	0.07210963146134339
EGFL8	4.405313180071341	-3.802881452897471	2.7296593965647875	-1.3931706855746575	0.16356818207793966	0.34125228062430996
PPT2-EGFL8	5.692051919223908	-0.6575711503584126	1.0040080492621226	-0.6549460941490285	0.5125024614559187	0.6783046831696751
PPT2	32.12143975664497	-0.2400549823886959	0.5078392763643925	-0.4726987327708147	0.6364281308154773	0.7728785351966928
PRRT1	4.90751859958411	-3.5826830783289956	2.6109422104791618	-1.3721801516516519	0.1700073627017955	0.34940939369316953
TNXB	27.423883010139043	-3.2953599565299845	0.9652656656689967	-3.413940921897465	0.0006403045845011236	0.005409323266886248
CYP21A2	0.03372661082582593	1.7106945964930476	5.0599002158787805	0.33808860323462764	0.7352964187014286	
C4B	3.5070741644617947	0.48138099170468246	1.8180434691945975	0.264779693038878	0.7911791813331306	0.8833396299092028
TNXA	1.4352691216269533	-1.5471954611152474	2.895335201229809	-0.5343752462437054	0.5930819416204046	
CYP21A1P	0.3694726692279625	-0.6000887382274773	2.5373252034906946	-0.23650446438710832	0.81304124345251	
STK19	41.24908183608377	-0.4306829707085199	0.4270483724164232	-1.0085109756338155	0.31320922133300166	0.4998367751464406
DXO	82.28810855036932	-0.4935814329749935	0.47983376935877753	-1.0286508880660643	0.30364375588744763	0.49160294065453575
SKIV2L	321.85038799226277	0.4132687436034198	0.2714725723967015	1.5223222734984523	0.12792834974821485	0.29035348229461827
NELFE	272.51256266532965	-0.44973432963788107	0.3687953311044524	-1.2194686095700724	0.22266638303816	0.41086516036216164
CFB	88.22568466027735	-3.0648071197736546	1.1866832633656406	-2.5826665078947246	0.009804004052414854	0.04702355870386689
